233,14,7,1750,26,0
234,8,10,2500,63,0
235,11,3,750,15,0
236,4,2,500,14,0
237,2,4,1000,43,0
238,8,9,2250,58,0
239,8,8,2000,52,1
240,11,22,5500,98,0
241,4,3,750,25,1
242,11,17,4250,79,1
243,9,2,500,11,0
244,4,5,1250,46,0
245,11,12,3000,58,0
246,7,12,3000,86,0
247,11,2,500,11,0
248,11,2,500,11,0
249,11,2,500,11,0
250,2,6,1500,75,0
251,11,8,2000,41,1
252,11,3,750,16,1
253,12,13,3250,59,0
254,2,3,750,35,0
255,16,8,2000,28,0
256,11,7,1750,37,0
257,4,3,750,28,0
258,12,12,3000,58,0
259,4,4,1000,41,0
260,11,14,3500,73,1
261,2,2,500,23,0
262,2,3,750,38,1
263,4,5,1250,58,0
264,4,4,1000,43,1
265,3,2,500,23,0
266,11,8,2000,46,0
267,4,7,1750,82,0
268,13,4,1000,21,0
269,16,11,2750,40,0
270,16,7,1750,28,0
271,7,2,500,16,0
272,4,5,1250,58,0
273,4,5,1250,58,0
274,4,4,1000,46,0
275,14,13,3250,57,0
276,4,3,750,34,0
277,14,18,4500,78,0
278,11,8,2000,48,0
279,14,16,4000,70,0
280,14,4,1000,22,1
281,14,5,1250,26,0
282,8,2,500,16,0
283,11,5,1250,33,0
284,11,2,500,14,0
285,4,2,500,23,0
286,9,2,500,16,1
287,14,5,1250,28,1
288,14,3,750,19,1
289,14,4,1000,23,1
290,16,12,3000,50,0
291,11,4,1000,28,0
292,11,5,1250,35,0
293,11,5,1250,35,0
294,2,4,1000,70,0
295,14,5,1250,28,0
296,14,2,500,14,0
297,14,2,500,14,0
298,14,2,500,14,0
299,14,2,500,14,0
300,14,2,500,14,0
301,14,2,500,14,0
302,2,3,750,52,0
303,14,6,1500,34,0
304,11,5,1250,37,1
305,4,5,1250,74,0
306,11,3,750,23,0
307,16,4,1000,23,0
308,16,3,750,19,0
309,11,5,1250,38,0
310,11,2,500,16,0
311,12,9,2250,60,0
312,9,1,250,9,0
313,9,1,250,9,0
314,4,2,500,29,0
315,11,2,500,17,0
316,14,4,1000,26,0
317,11,9,2250,72,1
318,11,5,1250,41,0
319,15,16,4000,82,0
320,9,5,1250,51,1
321,11,4,1000,34,0
322,14,8,2000,50,1
323,16,7,1750,38,0
324,14,2,500,16,0
325,2,2,500,41,0
326,14,16,4000,98,0
327,14,4,1000,28,1
328,16,7,1750,39,0
329,14,7,1750,47,0
330,16,6,1500,35,0
331,16,6,1500,35,1
332,11,7,1750,62,1
333,16,2,500,16,0
334,16,3,750,21,1
335,11,3,750,28,0
336,11,7,1750,64,0
337,11,1,250,11,1
338,9,3,750,34,0
339,14,4,1000,30,0
340,23,38,9500,98,0
341,11,6,1500,58,0
342,11,1,250,11,0
343,11,1,250,11,0
344,11,1,250,11,0
345,11,1,250,11,0
346,11,1,250,11,0
347,11,1,250,11,0
348,11,1,250,11,0
349,11,1,250,11,0
350,11,2,500,21,0
351,11,5,1250,50,0
352,11,2,500,21,0
353,16,4,1000,28,0
354,4,2,500,41,0
355,16,6,1500,40,0
356,14,3,750,26,0
357,9,2,500,26,0
358,21,16,4000,64,0
359,14,6,1500,51,0
360,11,2,500,24,0
361,4,3,750,71,0
362,21,13,3250,57,0
363,11,6,1500,71,0
364,14,2,500,21,1
365,23,15,3750,57,0
366,14,4,1000,38,0
367,11,2,500,26,0
368,16,5,1250,40,1
369,4,2,500,51,1
370,14,3,750,31,0
371,4,2,500,52,0
372,9,4,1000,65,0
373,14,4,1000,40,0
374,11,3,750,40,1
375,14,5,1250,50,0
376,14,1,250,14,0
377,14,1,250,14,0
378,14,1,250,14,0
379,14,1,250,14,0
380,14,1,250,14,0
381,14,1,250,14,0
382,14,1,250,14,0
383,14,1,250,14,0
384,14,7,1750,72,0
385,14,1,250,14,0
386,14,1,250,14,0
387,9,3,750,52,0
388,14,7,1750,73,0
389,11,4,1000,58,0
390,11,4,1000,59,0
391,4,2,500,59,0
392,11,4,1000,61,0
393,16,4,1000,40,0
394,16,10,2500,89,0
395,21,2,500,21,1
396,21,3,750,26,0
397,16,8,2000,76,0
398,21,3,750,26,1
399,18,2,500,23,0
400,23,5,1250,33,0
401,23,8,2000,46,0
402,16,3,750,34,0
403,14,5,1250,64,0
404,14,3,750,41,0
405,16,1,250,16,0
406,16,1,250,16,0
407,16,1,250,16,0
408,16,1,250,16,0
409,16,1,250,16,0
410,16,1,250,16,0
411,16,1,250,16,0
412,16,4,1000,45,0
413,16,1,250,16,0
414,16,1,250,16,0
415,16,1,250,16,0
416,16,1,250,16,0
417,16,1,250,16,0
418,16,2,500,26,0
419,21,2,500,23,0
420,16,2,500,27,0
421,21,2,500,23,0
422,21,2,500,23,0
423,14,4,1000,57,0
424,16,5,1250,60,0
425,23,2,500,23,0
426,14,5,1250,74,0
427,23,3,750,28,0
428,16,3,750,40,0
429,9,2,500,52,0
430,9,2,500,52,0
431,16,7,1750,87,1
432,14,4,1000,64,0
433,14,2,500,35,0
434,16,7,1750,93,0
435,21,2,500,25,0
436,14,3,750,52,0
437,23,14,3500,93,0
438,18,8,2000,95,0
439,16,3,750,46,0
440,11,3,750,76,0
441,11,2,500,52,0
442,11,3,750,76,0
443,23,12,3000,86,0
444,21,3,750,35,0
445,23,2,500,26,0
446,23,2,500,26,0
447,23,8,2000,64,0
448,16,3,750,50,0
449,23,3,750,33,0
450,21,3,750,38,0
451,23,2,500,28,0
452,21,1,250,21,0
453,21,1,250,21,0
454,21,1,250,21,0
455,21,1,250,21,0
456,21,1,250,21,0
457,21,1,250,21,0
458,21,1,250,21,0
459,21,1,250,21,0
460,21,1,250,21,0
461,21,1,250,21,1
462,21,1,250,21,0
463,21,1,250,21,0
464,21,5,1250,60,0
465,23,4,1000,45,0
466,21,4,1000,52,0
467,22,1,250,22,1
468,11,2,500,70,0
469,23,5,1250,58,0
470,23,3,750,40,0
471,23,3,750,41,0
472,14,3,750,83,0
473,21,2,500,35,0
474,26,5,1250,49,1
475,23,6,1500,70,0
476,23,1,250,23,0
477,23,1,250,23,0
478,23,1,250,23,0
479,23,1,250,23,0
480,23,1,250,23,0
481,23,1,250,23,0
482,23,1,250,23,0
483,23,1,250,23,0
484,23,4,1000,53,0
485,21,6,1500,86,0
486,23,3,750,48,0
487,21,2,500,41,0
488,21,3,750,64,0
489,16,2,500,70,0
490,21,3,750,70,0
491,23,4,1000,87,0
492,23,3,750,89,0
493,23,2,500,87,0
494,35,3,750,64,0
495,38,1,250,38,0
496,38,1,250,38,0
497,40,1,250,40,0
498,74,1,250,74,0
499,2,43,10750,86,1
500,6,22,5500,28,1
501,2,34,8500,77,1
502,2,44,11000,98,0
503,0,26,6500,76,1
504,2,41,10250,98,1
505,3,21,5250,42,1
506,2,11,2750,23,0
507,2,21,5250,52,1
508,2,13,3250,32,1
509,4,4,1000,4,1
510,2,11,2750,26,0
511,2,11,2750,28,0
512,3,14,3500,35,0
513,4,16,4000,38,1
514,4,6,1500,14,0
515,3,5,1250,12,1
516,4,33,8250,98,1
517,3,10,2500,33,1
518,4,10,2500,28,1
519,2,11,2750,40,1
520,2,11,2750,41,1
521,4,13,3250,39,1
522,1,10,2500,43,1
523,4,9,2250,28,0
524,2,4,1000,11,0
525,2,5,1250,16,1
526,2,15,3750,64,0
527,5,24,6000,79,0
528,2,6,1500,22,1
529,4,5,1250,16,1
530,2,4,1000,14,1
531,4,8,2000,28,0
532,2,4,1000,14,0
533,2,6,1500,26,0
534,4,5,1250,16,1
535,2,7,1750,32,1
536,2,6,1500,26,1
537,2,8,2000,38,1
538,2,2,500,4,1
539,2,6,1500,28,1
540,2,10,2500,52,0
541,4,16,4000,70,1
542,4,2,500,4,1
543,1,14,3500,95,0
544,4,2,500,4,1
545,7,14,3500,48,0
546,2,3,750,11,0
547,2,12,3000,70,1
548,4,7,1750,32,1
549,4,4,1000,16,0
550,2,6,1500,35,1
551,4,6,1500,28,1
552,2,3,750,14,0
553,2,4,1000,23,0
554,4,4,1000,18,0
555,5,6,1500,28,0
556,4,6,1500,30,0
557,14,5,1250,14,0
558,3,8,2000,50,0
559,4,11,2750,64,1
560,4,9,2250,52,0
561,4,16,4000,98,1
562,7,10,2500,47,0
563,4,14,3500,86,0
564,2,9,2250,75,0
565,4,6,1500,35,0
566,4,9,2250,55,0
567,4,6,1500,35,1
568,2,6,1500,45,0
569,2,6,1500,47,0
570,4,2,500,9,0
571,2,2,500,11,1
572,2,2,500,11,0
573,2,2,500,11,1
574,4,6,1500,38,1
575,3,4,1000,29,1
576,9,9,2250,38,0
577,11,5,1250,18,0
578,2,3,750,21,0
579,2,1,250,2,0
580,2,1,250,2,1
581,2,1,250,2,0
582,2,1,250,2,0
583,2,1,250,2,0
584,2,1,250,2,0
585,2,1,250,2,1
586,2,1,250,2,0
587,2,1,250,2,0
588,2,1,250,2,0
589,2,1,250,2,0
590,11,11,2750,38,0
591,2,3,750,22,0
592,9,11,2750,49,1
593,5,11,2750,75,0
594,3,5,1250,38,0
595,3,1,250,3,1
596,4,6,1500,43,0
597,2,3,750,24,0
598,12,11,2750,39,0
599,2,2,500,14,0
600,4,6,1500,46,0
601,9,3,750,14,0
602,14,8,2000,26,0
603,4,2,500,13,0
604,4,11,2750,95,0
605,2,7,1750,77,0
606,2,7,1750,77,0
607,4,1,250,4,0
608,4,1,250,4,0
609,4,1,250,4,0
610,4,1,250,4,0
611,4,1,250,4,1
612,4,1,250,4,0
613,4,1,250,4,0
614,4,1,250,4,0
615,4,1,250,4,0
616,4,1,250,4,0
617,4,1,250,4,1
618,4,1,250,4,0
619,4,7,1750,62,0
620,4,1,250,4,0
621,4,4,1000,34,1
622,11,6,1500,28,0
623,13,3,750,14,1
624,7,5,1250,35,0
625,9,9,2250,54,0
626,11,2,500,11,0
627,2,5,1250,63,0
628,7,11,2750,89,0
629,8,9,2250,64,0
630,2,2,500,22,0
631,6,3,750,26,0
632,12,15,3750,71,0
633,13,3,750,16,0
634,11,16,4000,89,0
635,4,5,1250,58,0
636,14,7,1750,35,0
637,11,4,1000,27,0
638,7,9,2250,89,1
639,11,8,2000,52,1
640,7,5,1250,52,0
641,11,6,1500,41,0
642,10,5,1250,38,0
643,14,2,500,14,1
644,14,2,500,14,0
645,14,2,500,14,0
646,2,2,500,33,0
647,11,3,750,23,0
648,14,8,2000,46,0
649,9,1,250,9,0
650,16,5,1250,27,0
651,14,4,1000,26,0
652,4,2,500,30,0
653,14,3,750,21,0
654,16,16,4000,77,0
655,4,2,500,31,0
656,14,8,2000,50,0
657,11,3,750,26,0
658,14,7,1750,45,0
659,15,5,1250,33,0
660,16,2,500,16,0
661,16,3,750,21,0
662,11,8,2000,72,0
663,11,1,250,11,0
664,11,1,250,11,0
665,11,1,250,11,0
666,11,1,250,11,1
667,11,1,250,11,0
668,2,3,750,75,1
669,2,3,750,77,0
670,16,4,1000,28,0
671,16,15,3750,87,0
672,16,14,3500,83,0
673,16,10,2500,62,0
674,16,3,750,23,0
675,14,3,750,26,0
676,23,19,4750,62,0
677,11,7,1750,75,0
678,14,3,750,28,0
679,20,14,3500,69,1
680,4,2,500,46,0
681,11,2,500,25,0
682,11,3,750,37,0
683,16,4,1000,33,0
684,21,7,1750,38,0
685,13,7,1750,76,0
686,16,6,1500,50,0
687,14,3,750,33,0
688,14,1,250,14,0
689,14,1,250,14,0
690,14,1,250,14,0
691,14,1,250,14,0
692,14,1,250,14,0
693,14,1,250,14,0
694,17,7,1750,58,1
695,14,3,750,35,0
696,14,3,750,35,0
697,16,7,1750,64,0
698,21,2,500,21,0
699,16,3,750,35,0
700,16,1,250,16,0
701,16,1,250,16,0
702,16,1,250,16,0
703,16,1,250,16,0
704,16,1,250,16,0
705,14,2,500,29,0
706,11,4,1000,74,0
707,11,2,500,38,1
708,21,6,1500,48,0
709,23,2,500,23,0
710,23,6,1500,45,0
711,14,2,500,35,1
712,16,6,1500,81,0
713,16,4,1000,58,0
714,16,5,1250,71,0
715,21,2,500,26,0
716,21,3,750,35,0
717,21,3,750,35,0
718,23,8,2000,69,0
719,21,3,750,38,0
720,23,3,750,35,0
721,21,3,750,40,0
722,23,2,500,28,0
723,21,1,250,21,0
724,21,1,250,21,0
725,25,6,1500,50,0
726,21,1,250,21,0
727,21,1,250,21,0
728,23,3,750,39,0
729,21,2,500,33,0
730,14,3,750,79,0
731,23,1,250,23,1
732,23,1,250,23,0
733,23,1,250,23,0
734,23,1,250,23,0
735,23,1,250,23,0
736,23,1,250,23,0
737,23,1,250,23,0
738,23,4,1000,52,0
739,23,1,250,23,0
740,23,7,1750,88,0
741,16,3,750,86,0
742,23,2,500,38,0
743,21,2,500,52,0
744,23,3,750,62,0
745,39,1,250,39,0
746,72,1,250,72,0
